,Year,University Name,University City,University State,Most Awarded Decree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
1994,2018_19,Beth Medrash Govoha,Lakewood,NJ,Bachelor's,NO,,,,,,2680.0,96.83,0.0,0.11,0.0,,,,
1995,2018_19,Bloomfield College,Bloomfield,NJ,Bachelor's,NO,60.62,960.0,480.0,480.0,18.0,1660.0,8.73,48.92,30.96,1.69,43920.0,29950.0,29950.0,0.34
1996,2018_19,Brookdale Community College,Lincroft,NJ,Associate's,NO,,,,,,10097.0,63.44,10.73,15.84,3.99,13260.0,4869.0,8663.0,
1997,2018_19,Rowan College at Burlington County,Mount Laurel,NJ,Associate's,NO,,,,,,8134.0,52.99,19.78,13.09,3.88,11837.0,4725.0,7185.0,
1998,2018_19,Caldwell University,Caldwell,NJ,Bachelor's,NO,66.64,1051.0,529.0,525.0,20.0,1625.0,32.18,13.72,27.38,3.2,45961.0,34715.0,34715.0,0.57
1999,2018_19,Camden County College,Blackwood,NJ,Associate's,NO,,,,,,8285.0,47.12,21.59,18.76,6.25,11441.0,4320.0,4440.0,
2000,2018_19,Centenary University,Hackettstown,NJ,Bachelor's,NO,66.82,987.0,495.0,485.0,20.0,1241.0,56.81,12.49,12.65,1.93,46703.0,32998.0,32998.0,0.55
2001,2018_19,Adult and Continuing Education-BCTS,Hackensack,NJ,Certificate,NO,,,,,,70.0,32.86,22.86,28.57,8.57,,,,
2002,2018_19,Branford Hall Career Institute-Parsippany,Parsippany,NJ,Certificate,NO,,,,,,14.0,7.14,50.0,35.71,0.0,,,,
2003,2018_19,Lincoln Technical Institute-Iselin,Iselin,NJ,Certificate,NO,,,,,,459.0,15.25,41.18,29.63,3.49,,,,
2004,2018_19,American Institute-Clifton,CLIFTON,NJ,Certificate,NO,,,,,,655.0,8.55,16.03,70.08,1.53,,,,
2005,2018_19,County College of Morris,Randolph,NJ,Associate's,NO,,,,,,6654.0,55.52,5.34,22.95,5.21,13468.0,4920.0,12060.0,
2006,2018_19,Cumberland County College,Vineland,NJ,Associate's,NO,,,,,,2620.0,40.76,16.11,34.31,1.34,13286.0,4500.0,8700.0,
2007,2018_19,Divers Academy International,ERIAL,NJ,Certificate,NO,,,,,,27.0,81.48,7.41,11.11,0.0,,,,
2008,2018_19,Drew University,Madison,NJ,Bachelor's,NO,69.22,,,,,1530.0,52.35,7.39,15.29,4.9,65900.0,39800.0,39800.0,0.62
2009,2018_19,Lincoln Technical Institute-South Plainfield,South Plainfield,NJ,Certificate,NO,,,,,,318.0,46.86,14.47,26.42,2.2,,,,
2010,2018_19,Essex County College,Newark,NJ,Associate's,NO,,,,,,7014.0,8.06,44.94,26.39,2.98,15439.0,4995.0,8790.0,
2011,2018_19,Empire Beauty School-Union,Union,NJ,Certificate,NO,,,,,,113.0,0.0,74.34,21.24,0.0,,,,
2012,2018_19,Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,Bachelor's,NO,89.24,,,,,3245.0,22.03,9.86,41.91,5.05,49078.0,40732.0,40732.0,0.46
2013,2018_19,Felician University,Lodi,NJ,Bachelor's,NO,80.55,999.0,500.0,500.0,19.0,1617.0,28.51,20.72,30.43,4.58,47282.0,34320.0,34320.0,0.46
2014,2018_19,Fairleigh Dickinson University-Florham Campus,Madison,NJ,Bachelor's,NO,84.39,,,,,2713.0,58.35,8.55,17.55,5.49,56370.0,43142.0,43142.0,0.55
2015,2018_19,Hohokus School of Trade and Technical Sciences,Paterson,NJ,Certificate,NO,,,,,,214.0,31.31,25.7,41.12,0.47,,,,
2016,2018_19,Georgian Court University,Lakewood,NJ,Bachelor's,NO,72.5,1036.0,518.0,515.0,21.0,1574.0,62.64,9.91,14.1,2.22,47957.0,32976.0,32976.0,0.54
2017,2018_19,Rowan University,Glassboro,NJ,Bachelor's,NO,72.72,1122.0,570.0,546.0,24.0,15755.0,66.16,9.98,10.79,5.0,31634.0,13697.0,22339.0,0.72
2018,2018_19,Rowan College of South Jersey Gloucester Campus,Sewell,NJ,Associate's,NO,,,,,,5942.0,62.13,12.74,8.23,2.15,11188.0,4470.0,9420.0,
2019,2018_19,Empire Beauty School-Cherry Hill,Cherry Hill,NJ,Certificate,NO,,,,,,71.0,8.45,46.48,21.13,0.0,,,,
2020,2018_19,Harris School of Business-Cherry Hill Campus,Cherry Hill,NJ,Certificate,NO,,,,,,191.0,14.14,51.83,30.89,0.52,,,,
2021,2018_19,Eastwick College-Ramsey,Ramsey,NJ,Associate's,NO,,,,,,737.0,45.32,18.32,22.25,9.5,24925.0,15881.0,15881.0,0.66
2022,2018_19,Holy Name Medical Center-Sister Claire Tynan School of Nursing,Englewood Cliffs,NJ,Certificate,NO,100.0,,,,,151.0,41.06,4.64,15.23,14.57,39803.0,22855.0,22855.0,
2023,2018_19,Hudson County Community College,Jersey City,NJ,Associate's,NO,,,,,,7540.0,12.19,13.41,56.01,8.36,12807.0,5718.0,14028.0,
2024,2018_19,New Jersey City University,Jersey City,NJ,Bachelor's,NO,95.85,955.0,480.0,475.0,,6121.0,20.09,23.3,40.4,8.12,23201.0,12052.0,21574.0,0.39
2025,2018_19,Joe Kubert School of Cartoon and Graphic Art,Dover,NJ,Certificate,NO,96.2,,,,,86.0,63.95,13.95,13.95,2.33,28464.0,20834.0,20834.0,
2026,2018_19,Kean University,Union,NJ,Bachelor's,NO,85.98,991.0,495.0,490.0,20.0,11679.0,30.78,20.64,30.07,5.45,24966.0,12348.0,19383.0,0.49
2027,2018_19,Harris School of Business-Voorhees Campus,Voorhees,NJ,Certificate,NO,,,,,,274.0,32.12,45.62,16.06,1.46,,,,
2028,2018_19,Lincoln Technical Institute-Union,Union,NJ,Certificate,NO,,,,,,1368.0,21.35,34.8,34.65,2.27,,,,
2029,2018_19,Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ,Certificate,NO,,,,,,295.0,68.14,11.53,11.53,2.03,,,,
2030,2018_19,Mercer County Community College,West Windsor,NJ,Associate's,NO,,,,,,6530.0,36.81,21.76,21.58,6.52,10095.0,4206.0,7638.0,
2031,2018_19,Middlesex County College,Edison,NJ,Associate's,NO,,,,,,9999.0,27.19,12.1,35.34,15.2,13961.0,3516.0,7032.0,
2032,2018_19,Monmouth University,West Long Branch,NJ,Bachelor's,NO,77.01,1141.0,590.0,555.0,22.0,4595.0,70.75,4.77,13.73,2.89,52729.0,38138.0,38138.0,0.69
2033,2018_19,Montclair State University,Montclair,NJ,Bachelor's,NO,70.91,1080.0,545.0,535.0,,16812.0,40.44,13.48,29.41,6.25,27606.0,12790.0,20578.0,0.71
2034,2018_19,JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Imaging,Plainfield,NJ,Certificate,NO,33.33,,,,,70.0,57.14,15.71,20.0,4.29,,28885.0,35140.0,
2035,2018_19,JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,Plainfield,NJ,Certificate,NO,73.91,,,,,587.0,27.6,34.58,21.47,8.52,27854.0,21406.0,27661.0,
2036,2018_19,Eastwick College-Nutley,Nutley,NJ,Certificate,NO,,,,,,486.0,27.37,14.81,50.82,3.7,25673.0,15305.0,15305.0,
2037,2018_19,New Brunswick Theological Seminary,New Brunswick,NJ,Graduate,NO,,,,,,,,,,,,,,
2038,2018_19,Robert Fiance Beauty Schools-West New York,West New York,NJ,Certificate,NO,,,,,,64.0,42.19,9.38,45.31,0.0,,,,
2039,2018_19,New Jersey Institute of Technology,Newark,NJ,Bachelor's,NO,63.66,1287.0,625.0,660.0,28.0,7820.0,34.36,7.95,21.84,23.09,30562.0,17338.0,32750.0,0.65
2040,2018_19,Ocean County College,Toms River,NJ,Associate's,NO,,,,,,7026.0,67.95,5.05,15.47,2.21,16141.0,4555.0,7735.0,
2041,2018_19,P B Cosmetology Education Center,Gloucester,NJ,Certificate,NO,,,,,,132.0,68.18,12.12,12.88,0.76,,,,
2042,2018_19,Parisian Beauty School,Hackensack,NJ,Certificate,NO,,,,,,412.0,23.79,10.19,48.79,2.91,,,,
2043,2018_19,Passaic County Community College,Paterson,NJ,Associate's,NO,,,,,,5964.0,17.35,12.09,56.67,5.85,14627.0,5070.0,8850.0,
2044,2018_19,Pennco Tech-Blackwood,Blackwood,NJ,Certificate,NO,,,,,,558.0,50.9,25.09,20.97,1.79,,,,
2045,2018_19,Princeton Theological Seminary,Princeton,NJ,Graduate,NO,,,,,,,,,,,,,,
2046,2018_19,Princeton University,Princeton,NJ,Bachelor's,NO,5.48,1503.0,740.0,765.0,34.0,5301.0,41.5,7.79,10.49,21.43,66950.0,50340.0,50340.0,0.96
2047,2018_19,Rabbinical College of America,Morristown,NJ,Bachelor's,NO,87.32,,,,,224.0,84.38,0.0,0.0,0.0,23234.0,11500.0,11500.0,0.08
2048,2018_19,Ramapo College of New Jersey,Mahwah,NJ,Bachelor's,NO,62.89,1149.0,575.0,570.0,24.0,5262.0,61.86,5.38,17.86,8.17,27907.0,14374.0,23715.0,0.74
2049,2018_19,Robert Fiance Beauty Schools,Boynton Beach,FL,Certificate,NO,,,,,,102.0,29.41,19.61,47.06,1.96,,,,
2050,2018_19,Rider University,Lawrenceville,NJ,Bachelor's,NO,69.67,1101.0,550.0,545.0,23.0,3830.0,57.94,13.0,16.19,4.86,57672.0,42860.0,42860.0,0.65
2051,2018_19,Rutgers University-Camden,Camden,NJ,Bachelor's,NO,71.38,1086.0,545.0,545.0,20.0,5618.0,45.73,18.73,16.87,9.9,26097.0,14835.0,30613.0,0.58
2052,2018_19,Rutgers University-New Brunswick,New Brunswick,NJ,Bachelor's,NO,60.11,1303.0,635.0,665.0,28.0,35656.0,37.63,6.94,13.15,27.59,29877.0,14974.0,31282.0,0.8
2053,2018_19,Rutgers University-Newark,Newark,NJ,Bachelor's,NO,62.74,1105.0,550.0,555.0,22.0,8761.0,21.86,19.68,28.89,17.84,25083.0,14409.0,30717.0,0.64
2054,2018_19,St Francis Medical Center-School of Radiologic Technology,Trenton,NJ,Certificate,NO,,,,,,15.0,80.0,13.33,0.0,0.0,,,,
2055,2018_19,Saint Francis Medical Center School of Nursing,Trenton,NJ,Certificate,NO,,,,,,85.0,62.35,24.71,8.24,3.53,,,,
2056,2018_19,Saint Peter's University,Jersey City,NJ,Bachelor's,NO,74.24,1032.0,515.0,515.0,20.0,2512.0,14.25,21.22,45.7,7.96,46196.0,37486.0,37486.0,0.5
2057,2018_19,Salem Community College,Carneys Point,NJ,Associate's,NO,,,,,,804.0,56.09,17.04,11.32,1.99,14283.0,5070.0,6600.0,
2058,2018_19,Seton Hall University,South Orange,NJ,Bachelor's,NO,70.36,1236.0,615.0,615.0,26.0,5919.0,49.21,7.96,17.28,10.0,54967.0,42170.0,42170.0,0.7
2059,2018_19,Atlantic Beauty & Spa Academy LLC,Egg Harbor Township,NJ,Certificate,NO,,,,,,115.0,38.26,25.22,26.96,0.87,,,,
2060,2018_19,Saint Elizabeth University,Morristown,NJ,Bachelor's,NO,72.55,,,,,751.0,24.5,34.09,26.23,3.2,50386.0,33596.0,33596.0,0.5
2061,2018_19,Raritan Valley Community College,Branchburg,NJ,Associate's,NO,,,,,,6491.0,46.91,12.19,24.08,5.47,11688.0,4612.0,5692.0,
2062,2018_19,Stevens Institute of Technology,Hoboken,NJ,Bachelor's,NO,41.42,1412.0,675.0,730.0,32.0,3420.0,64.33,2.19,11.37,14.59,66642.0,52202.0,52202.0,0.87
2063,2018_19,Stockton University,Galloway,NJ,Bachelor's,NO,84.37,1096.0,550.0,545.0,22.0,8569.0,67.16,8.38,13.62,6.05,28331.0,13739.0,20866.0,0.74
2064,2018_19,Talmudical Academy-New Jersey,Adelphia,NJ,Bachelor's,NO,83.33,,,,,58.0,96.55,0.0,0.0,0.0,20300.0,13700.0,13700.0,0.08
2065,2018_19,Teterboro School of Aeronautics,Teterboro,NJ,Certificate,NO,,,,,,233.0,29.61,16.31,44.21,5.15,,,,
2066,2018_19,Thomas Edison State University,Trenton,NJ,Bachelor's,NO,,,,,,9883.0,51.24,13.86,11.17,4.17,,7519.0,9967.0,
2067,2018_19,The College of New Jersey,Ewing,NJ,Bachelor's,NO,49.8,1265.0,625.0,630.0,28.0,6886.0,64.28,6.01,13.33,11.84,34074.0,16551.0,28266.0,0.86
2068,2018_19,Union County College,Cranford,NJ,Associate's,NO,,,,,,8975.0,16.85,28.32,38.76,3.98,9022.0,5140.0,10280.0,
2069,2018_19,William Paterson University of New Jersey,Wayne,NJ,Bachelor's,NO,93.33,994.0,500.0,490.0,20.0,8643.0,37.22,18.55,32.4,7.09,23685.0,13060.0,21260.0,0.52
2070,2018_19,Olympian Academy of Cosmetology,Alamogordo,NM,Certificate,NO,,,,,,742.0,20.49,20.75,30.46,1.08,,,,
2071,2018_19,Central New Mexico Community College,Albuquerque,NM,Certificate,NO,,,,,,19052.0,27.44,2.95,52.39,2.26,9214.0,1626.0,7338.0,
2072,2018_19,Navajo Technical University,Crownpoint,NM,Certificate,NO,,,,,,1172.0,0.17,0.51,0.68,0.34,10882.0,4070.0,4070.0,0.14
2073,2018_19,New Mexico State University-Dona Ana,Las Cruces,NM,Associate's,NO,,,,,,5472.0,15.06,1.52,75.27,0.6,11172.0,1770.0,5658.0,
2074,2018_19,Clovis Community College,Clovis,NM,Associate's,NO,,,,,,1879.0,42.58,6.07,43.64,1.33,11124.0,1376.0,2984.0,
2075,2018_19,Eastern New Mexico University-Main Campus,Portales,NM,Bachelor's,NO,60.38,1020.0,490.0,475.0,20.0,3347.0,41.65,5.98,41.41,1.22,17330.0,6326.0,8247.0,0.35
2076,2018_19,Eastern New Mexico University-Roswell Campus,Roswell,NM,Certificate,NO,,,,,,1399.0,35.6,2.29,54.25,1.72,10633.0,2256.0,5616.0,
2077,2018_19,Institute of American Indian and Alaska Native Culture and Arts Development,Santa Fe,NM,Bachelor's,NO,100.0,,,,,327.0,11.31,0.61,10.09,1.22,20780.0,4980.0,4980.0,0.11
2078,2018_19,New Mexico Highlands University,Las Vegas,NM,Bachelor's,NO,,,,,,1778.0,20.47,5.68,57.65,0.73,17612.0,6150.0,10302.0,0.21
2079,2018_19,New Mexico Junior College,Hobbs,NM,Associate's,NO,,,,,,1710.0,30.64,8.25,55.09,1.46,9513.0,1320.0,1968.0,
2080,2018_19,New Mexico Military Institute,Roswell,NM,Associate's,NO,37.41,1015.0,495.0,490.0,20.0,412.0,27.91,14.08,28.64,2.18,15648.0,4530.0,14534.0,
2081,2018_19,University of New Mexico-Gallup Campus,Gallup,NM,Associate's,NO,,,,,,1565.0,5.24,0.77,14.44,2.04,13070.0,1989.0,4994.0,
2082,2018_19,New Mexico Institute of Mining and Technology,Socorro,NM,Bachelor's,NO,93.37,1264.0,640.0,665.0,26.0,1333.0,52.29,1.58,31.88,3.38,21244.0,7770.0,22268.0,0.56
2083,2018_19,University of New Mexico-Los Alamos Campus,Los Alamos,NM,Associate's,NO,,,,,,666.0,30.63,1.8,51.05,2.1,14423.0,2096.0,5588.0,
2084,2018_19,University of New Mexico-Main Campus,Albuquerque,NM,Bachelor's,NO,69.61,1120.0,580.0,570.0,22.0,17321.0,31.96,2.41,48.79,3.99,19235.0,7633.0,22586.0,0.5
2085,2018_19,New Mexico State University-Alamogordo,Alamogordo,NM,Associate's,NO,,,,,,682.0,45.6,5.72,37.68,1.47,12013.0,2064.0,5376.0,
2086,2018_19,New Mexico State University-Carlsbad,Carlsbad,NM,Associate's,NO,,,,,,606.0,34.16,1.65,58.09,0.66,12625.0,1276.0,4108.0,
2087,2018_19,New Mexico State University-Grants,Grants,NM,Associate's,NO,,,,,,274.0,13.5,0.36,43.07,0.0,11514.0,2064.0,4104.0,
2088,2018_19,New Mexico State University-Main Campus,Las Cruces,NM,Bachelor's,NO,65.66,1050.0,530.0,520.0,20.0,11139.0,26.01,2.49,61.22,1.15,17885.0,6686.0,21770.0,0.47
2089,2018_19,University of New Mexico-Valencia County Campus,Los Lunas,NM,Associate's,NO,,,,,,1266.0,20.85,1.58,65.88,0.95,13298.0,1878.0,5130.0,
2090,2018_19,Northern New Mexico College,Espanola,NM,Associate's,NO,,,,,,878.0,7.4,2.62,69.25,1.59,13230.0,4952.0,13676.0,0.22
2091,2018_19,San Juan College,Farmington,NM,Associate's,NO,,,,,,4790.0,39.87,1.04,16.43,0.84,10753.0,1546.0,4330.0,
2092,2018_19,Santa Fe Community College,Santa Fe,NM,Certificate,NO,,,,,,2820.0,34.96,1.77,52.7,1.7,14962.0,1755.0,4605.0,
2093,2018_19,University of the Southwest,Hobbs,NM,Bachelor's,NO,44.78,,,,,416.0,27.4,13.94,29.09,2.16,25896.0,16200.0,16200.0,0.18
2094,2018_19,Southwestern College,Santa Fe,NM,Graduate,NO,,,,,,,,,,,,,,
2095,2018_19,Southwestern Indian Polytechnic Institute,Albuquerque,NM,Associate's,NO,,,,,,362.0,0.0,0.0,0.0,0.0,8935.0,1095.0,1095.0,
2096,2018_19,University of New Mexico-Taos Campus,Ranchos de Taos,NM,Associate's,NO,,,,,,616.0,29.87,0.97,55.68,0.81,14051.0,1958.0,4895.0,
2097,2018_19,Mesalands Community College,Tucumcari,NM,Certificate,NO,,,,,,385.0,32.73,2.86,53.77,0.52,13812.0,1812.0,2916.0,
2098,2018_19,Vogue College of Cosmetology-Santa Fe,Santa Fe,NM,Certificate,NO,,,,,,66.0,10.61,1.52,84.85,0.0,,,,
2099,2018_19,Western New Mexico University,Silver City,NM,Bachelor's,NO,,,,,,1738.0,27.39,7.08,52.53,1.21,19362.0,6066.0,13539.0,0.26
2100,2018_19,Vaughn College of Aeronautics and Technology,Flushing,NY,Associate's,NO,,,,,,1533.0,13.24,17.74,34.12,10.76,46299.0,25260.0,25260.0,0.4
2101,2018_19,Adelphi University,Garden City,NY,Bachelor's,NO,74.18,1182.0,585.0,590.0,25.0,5307.0,50.12,8.8,17.52,11.16,49008.0,38740.0,38740.0,0.7
2102,2018_19,SUNY Adirondack,Queensbury,NY,Associate's,NO,,,,,,2889.0,85.6,4.6,4.71,1.14,13602.0,5340.0,9900.0,
2103,2018_19,Bryant & Stratton College-Albany,Albany,NY,Associate's,NO,,,,,,404.0,42.33,28.71,16.58,2.23,22474.0,16765.0,16765.0,0.2
2104,2018_19,Albany College of Pharmacy and Health Sciences,Albany,NY,Bachelor's,NO,71.89,1228.0,595.0,625.0,26.0,857.0,57.18,5.37,6.3,18.2,47221.0,35105.0,35105.0,0.66
2105,2018_19,Albany Law School,Albany,NY,Graduate,NO,,,,,,,,,,,,,,
2106,2018_19,Albany Medical College,Albany,NY,Graduate,NO,,,,,,,,,,,,,,
2107,2018_19,Alfred University,Alfred,NY,Bachelor's,NO,62.69,1102.0,535.0,550.0,24.0,1591.0,62.29,11.38,9.43,1.51,43294.0,29188.0,29188.0,0.6
2108,2018_19,Allen School-Brooklyn,Brooklyn,NY,Certificate,NO,,,,,,149.0,2.68,59.73,23.49,1.34,,,,
2109,2018_19,The Ailey School,New York,NY,Certificate,NO,37.77,,,,,93.0,19.35,32.26,2.15,0.0,33946.0,13680.0,13680.0,
2110,2018_19,American Academy of Dramatic Arts-New York,New York,NY,Associate's,NO,83.73,,,,,270.0,40.0,9.26,5.19,0.37,54230.0,35160.0,35160.0,
2111,2018_19,American Academy McAllister Institute of Funeral Service,New York,NY,Associate's,NO,,,,,,440.0,53.41,27.95,11.36,0.91,24328.0,17085.0,17085.0,
2112,2018_19,Joffrey Ballet School,New York,NY,Certificate,NO,67.67,,,,,173.0,33.53,5.78,10.98,1.16,36343.0,19400.0,19400.0,
2113,2018_19,American Musical and Dramatic Academy,New York,NY,Certificate,NO,23.66,,,,,1676.0,39.32,16.89,23.87,2.15,54338.0,38900.0,38900.0,0.65
2114,2018_19,Apex Technical School,Long Island City,NY,Certificate,NO,,,,,,1288.0,5.36,19.41,13.9,2.02,,,,
2115,2018_19,Arnot Ogden Medical Center,Elmira,NY,Certificate,NO,100.0,,,,,69.0,97.1,1.45,1.45,0.0,,,,
2116,2018_19,Associated Beth Rivkah Schools,Brooklyn,NY,Certificate,NO,97.01,,,,,195.0,92.31,0.0,0.0,0.0,19320.0,7800.0,7800.0,0.87
2117,2018_19,Bank Street College of Education,New York,NY,Graduate,NO,,,,,,,,,,,,,,
2118,2018_19,Bard College,Annandale-On-Hudson,NY,Bachelor's,NO,64.56,,,,,1795.0,56.88,6.52,9.86,4.01,70555.0,54680.0,54680.0,0.75
2119,2018_19,Barnard College,New York,NY,Bachelor's,NO,13.92,1422.0,705.0,710.0,32.0,2557.0,51.54,5.75,11.73,14.63,71071.0,55032.0,55032.0,0.92
2120,2018_19,Berk Trade and Business School,Long Island City,NY,Certificate,NO,,,,,,261.0,25.67,30.65,35.63,5.75,,,,
2121,2018_19,Berkeley College-New York,New York,NY,Bachelor's,NO,,,,,,3505.0,5.39,22.68,22.65,2.51,34916.0,25900.0,25900.0,0.33
2122,2018_19,Berkowits School of Electrolysis,Forest Hills,NY,Certificate,NO,,,,,,139.0,68.35,17.99,13.67,0.0,,,,
2123,2018_19,Beth Hatalmud Rabbinical College,Brooklyn,NY,Bachelor's,NO,,,,,,6.0,100.0,0.0,0.0,0.0,14300.0,8900.0,8900.0,0.08
2124,2018_19,Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,Bachelor's,NO,78.79,,,,,74.0,100.0,0.0,0.0,0.0,14950.0,9350.0,9350.0,0.06
2125,2018_19,Phillips School of Nursing at Mount Sinai Beth Israel,New York,NY,Associate's,NO,66.67,,,,,199.0,41.21,26.63,17.09,12.06,,36795.0,36795.0,1.0
2126,2018_19,Brittany Beauty Academy,Brooklyn,NY,Certificate,NO,,,,,,105.0,25.71,26.67,25.71,17.14,,,,
2127,2018_19,Boricua College,New York,NY,Bachelor's,NO,,,,,,639.0,0.63,19.56,76.84,0.16,22221.0,11025.0,11025.0,0.62
2128,2018_19,Brittany Beauty Academy,Levittown,NY,Certificate,NO,,,,,,219.0,46.58,20.55,29.22,2.28,,,,
2129,2018_19,American Beauty School,Bronx,NY,Certificate,NO,,,,,,151.0,2.65,36.42,56.95,3.31,,,,
2130,2018_19,Brooklyn Law School,Brooklyn,NY,Graduate,NO,,,,,,,,,,,,,,
2131,2018_19,SUNY Broome Community College,Binghamton,NY,Associate's,NO,,,,,,4911.0,62.41,12.56,7.49,3.34,13443.0,5355.0,10083.0,
2132,2018_19,Bryant & Stratton College-Amherst,Getzville,NY,Associate's,NO,,,,,,281.0,64.06,26.33,2.49,0.36,21631.0,17222.0,17222.0,0.39
2133,2018_19,Bryant & Stratton College-Syracuse North,Liverpool,NY,Associate's,NO,,,,,,263.0,83.27,8.75,3.42,1.52,21455.0,16557.0,16557.0,0.2
2134,2018_19,Bryant & Stratton College-Syracuse,Syracuse,NY,Associate's,NO,,,,,,413.0,42.62,33.9,12.35,2.18,22890.0,17470.0,17470.0,
2135,2018_19,Bryant & Stratton College-Buffalo,Buffalo,NY,Associate's,NO,,,,,,498.0,12.05,72.69,8.03,2.81,22938.0,17216.0,17216.0,0.15
2136,2018_19,Bryant & Stratton College-Greece,Rochester,NY,Associate's,NO,,,,,,216.0,41.2,38.43,11.11,1.85,21448.0,17521.0,17521.0,0.22
2137,2018_19,Canisius College,Buffalo,NY,Bachelor's,NO,78.7,1169.0,580.0,580.0,24.0,2191.0,72.62,8.95,5.52,2.83,47672.0,28488.0,28488.0,0.68
2138,2018_19,Capri Cosmetology Learning Centers,Nanuet,NY,Certificate,NO,,,,,,271.0,59.04,19.56,15.87,0.74,,,,
2139,2018_19,St Paul's School of Nursing-Queens,Rego Park,NY,Associate's,NO,,,,,,552.0,10.14,36.05,20.83,12.32,52310.0,21823.0,21823.0,
2140,2018_19,Cayuga County Community College,Auburn,NY,Associate's,NO,,,,,,2039.0,78.62,7.31,3.29,0.88,12402.0,5290.0,9948.0,
2141,2018_19,Cazenovia College,Cazenovia,NY,Bachelor's,NO,82.15,,,,,845.0,68.4,11.72,3.2,2.25,49151.0,34630.0,34630.0,0.6
2142,2018_19,Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,Bachelor's,NO,100.0,,,,,449.0,83.74,0.0,0.0,0.0,21665.0,7700.0,7700.0,0.15
2143,2018_19,Cheryl Fells School of Business,Niagara Falls,NY,Certificate,NO,,,,,,17.0,29.41,64.71,5.88,0.0,,,,
2144,2018_19,Christ the King Seminary,East Aurora,NY,Graduate,NO,,,,,,,,,,,,,,
2145,2018_19,Christine Valmy International School for Esthetics Skin Care & Makeup,New York,NY,Certificate,NO,,,,,,495.0,22.42,17.37,39.6,6.67,,,,
2146,2018_19,Circle in the Square Theatre School,New York,NY,Certificate,NO,38.46,,,,,48.0,66.67,4.17,14.58,10.42,44640.0,18040.0,18040.0,
2147,2018_19,Clarkson University,Potsdam,NY,Bachelor's,NO,71.08,1263.0,615.0,640.0,27.0,2983.0,81.13,2.45,4.73,3.69,65899.0,49444.0,49444.0,0.75
2148,2018_19,Clinton Community College,Plattsburgh,NY,Associate's,NO,,,,,,807.0,74.35,5.33,3.1,0.5,13077.0,6202.0,11924.0,
2149,2018_19,Cochran School of Nursing,Yonkers,NY,Associate's,NO,,,,,,107.0,14.02,24.3,38.32,4.67,,,,
2150,2018_19,Colgate Rochester Crozer Divinity School,Rochester,NY,Graduate,NO,,,,,,,,,,,,,,
2151,2018_19,Colgate University,Hamilton,NY,Bachelor's,NO,24.93,1443.0,690.0,725.0,33.0,2934.0,64.55,4.6,9.24,4.67,69860.0,55870.0,55870.0,0.89
2152,2018_19,Metropolitan College of New York,New York,NY,Bachelor's,NO,78.95,,,,,697.0,4.3,52.94,30.56,3.3,31728.0,19454.0,19454.0,0.33
2153,2018_19,Columbia University in the City of New York,New York,NY,Bachelor's,NO,5.91,1512.0,735.0,770.0,34.0,8216.0,36.12,6.99,13.47,17.39,74435.0,59430.0,59430.0,0.96
2154,2018_19,Columbia-Greene Community College,Hudson,NY,Associate's,NO,,,,,,1111.0,73.36,8.82,9.72,1.89,11412.0,5094.0,9774.0,
2155,2018_19,Empire Beauty School-Queens,Astoria,NY,Certificate,NO,,,,,,141.0,8.51,53.19,26.95,3.55,,,,
2156,2018_19,Concordia College,Bronxville,NY,Bachelor's,NO,81.33,1049.0,515.0,520.0,22.0,1202.0,53.74,12.4,18.14,4.66,39758.0,32900.0,32900.0,0.43
2157,2018_19,Continental School of Beauty Culture-Rochester,Rochester,NY,Certificate,NO,,,,,,335.0,50.75,31.94,9.85,3.28,,,,
2158,2018_19,Cooper Union for the Advancement of Science and Art,New York,NY,Bachelor's,NO,16.02,1417.0,675.0,722.0,33.0,845.0,31.72,3.43,10.18,21.18,62013.0,46700.0,46700.0,0.88
2159,2018_19,Cornell University,Ithaca,NY,Bachelor's,NO,10.61,1471.0,715.0,750.0,33.0,15105.0,36.52,6.87,13.53,19.38,70301.0,55188.0,55188.0,0.95
2160,2018_19,Weill Medical College of Cornell University,New York,NY,Graduate,NO,,,,,,,,,,,,,,
2161,2018_19,SUNY Corning Community College,Corning,NY,Associate's,NO,,,,,,2171.0,81.3,6.26,3.59,1.38,12688.0,5442.0,10152.0,
2162,2018_19,Pomeroy College of Nursing at Crouse Hospital,Syracuse,NY,Associate's,NO,65.91,,,,,247.0,68.42,3.24,1.62,3.24,20716.0,15125.0,15125.0,
2163,2018_19,Culinary Institute of America,Hyde Park,NY,Associate's,NO,97.97,,,,,2956.0,46.72,6.87,16.1,6.73,46607.0,32720.0,32720.0,0.69
